,director,runtime,release_year,category,cast1,cast2,cast3,genre
281,Ben Wheatley,119.0,2015,1,Tom Hiddleston, Sienna Miller, Jeremy Irons,Action
282,Chris Buck|Jennifer Lee,8.0,2015,1,Kristen Bell, Idina Menzel, Jonathan Groff,Adventure
283,Andy Fickman,94.0,2015,1,Kevin James, Raini Rodriguez, Eduardo VerÃ¡stegui,Action
284,Ciaran Foy,97.0,2015,1,Shannyn Sossamon, James Ransone, Tate Ellington,Horror
285,Ari Sandel,100.0,2015,1,Mae Whitman, Robbie Amell, Bella Thorne,Romance
286,Jocelyn Moorhouse,118.0,2015,1,Kate Winslet, Liam Hemsworth, Caroline Goodall,Drama
287,Walt Becker,92.0,2015,1,Jason Lee, Justin Long, Bella Thorne,Adventure
288,Mark Osborne,92.0,2015,1,Jeff Bridges, Rachel McAdams, Paul Rudd,Adventure
289,Brian A Miller,96.0,2015,1,Ambyr Childers, Thomas Jane, Bryan Greenberg,Thriller
290,Sean Anders,96.0,2015,1,Will Ferrell, Mark Wahlberg, Linda Cardellini,Comedy
291,Denis Villeneuve,121.0,2015,1,Emily Blunt, Benicio del Toro, Josh Brolin,Action
292,Tom Hooper,120.0,2015,1,Eddie Redmayne, Alicia Vikander, Matthias Schoenaerts,Drama
293,Dean Israelite,106.0,2015,1,Jonny Weston, Virginia Gardner," ""Sofia Black-DElia""",Science Fiction
294,Joss Whedon,141.0,2015,1,Robert Downey Jr., Chris Hemsworth, Mark Ruffalo,Action
295,Seth MacFarlane,115.0,2015,1,Mark Wahlberg, Seth MacFarlane, Amanda Seyfried,Comedy
296,Christopher McQuarrie,131.0,2015,1,Tom Cruise, Jeremy Renner, Simon Pegg,Action
297,Adam McKay,130.0,2015,1,Christian Bale, Steve Carell, Ryan Gosling,Comedy
298,Sam Taylor-Johnson,125.0,2015,1,Dakota Johnson, Jamie Dornan, Jennifer Ehle,Drama
299,Brad Peyton,114.0,2015,1,Dwayne Johnson, Alexandra Daddario, Carla Gugino,Action
300,Antoine Fuqua,123.0,2015,1,Jake Gyllenhaal, Rachel McAdams, Forest Whitaker,Action
301,Brad Bird,130.0,2015,1,Britt Robertson, George Clooney, Raffey Cassidy,Action
302,Francis Lawrence,136.0,2015,1,Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth,War
303,Kenneth Branagh,112.0,2015,1,Lily James, Cate Blanchett, Richard Madden,Romance
304,Peyton Reed,115.0,2015,1,Paul Rudd, Michael Douglas, Evangeline Lilly,Science Fiction
305,Olivier Megaton,109.0,2015,1,Liam Neeson, Forest Whitaker, Maggie Grace,Crime
306,Quentin Tarantino,167.0,2015,1,Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh,Crime
307,Chris Columbus,105.0,2015,1,Adam Sandler, Michelle Monaghan, Peter Dinklage,Action
308,David Koepp,106.0,2015,1,Johnny Depp, Gwyneth Paltrow, Ewan McGregor,Comedy
309,Alex Garland,108.0,2015,1,Domhnall Gleeson, Alicia Vikander, Oscar Isaac,Drama
310,Lana Wachowski|Lilly Wachowski,124.0,2015,1,Mila Kunis, Channing Tatum, Sean Bean,Science Fiction
311,Sam Mendes,148.0,2015,1,Daniel Craig, Christoph Waltz, LÃ©a Seydoux,Action
312,Pete Docter,94.0,2015,1,Amy Poehler, Phyllis Smith, Richard Kind,Comedy
313,Kyle Balda|Pierre Coffin,91.0,2015,1,Sandra Bullock, Jon Hamm, Michael Keaton,Family
314,Ridley Scott,141.0,2015,1,Matt Damon, Jessica Chastain, Kristen Wiig,Drama
315,Alan Taylor,125.0,2015,1,Arnold Schwarzenegger, Jason Clarke, Emilia Clarke,Science Fiction
316,Alejandro GonzÃ¡lez IÃ±Ã¡rritu,156.0,2015,1,Leonardo DiCaprio, Tom Hardy, Will Poulter,Western
317,James Wan,137.0,2015,1,Vin Diesel, Paul Walker, Jason Statham,Action
318,J.J. Abrams,136.0,2015,1,Harrison Ford, Mark Hamill, Carrie Fisher,Action
319,Robert Schwentke,119.0,2015,1,Shailene Woodley, Theo James, Kate Winslet,Adventure
320,Roel ReinÃ©,90.0,2015,0,RZA, Dustin Nguyen, Eugenia Yuan,Action
321,Matthew Vaughn,130.0,2015,1,Taron Egerton, Colin Firth, Samuel L. Jackson,Crime
322,Tom McCarthy,128.0,2015,1,Mark Ruffalo, Michael Keaton, Rachel McAdams,Drama
323,Wes Ball,132.0,2015,1,"""Dylan OBrien""", Kaya Scodelario, Thomas Brodie-Sangster,Action
324,Bill Condon,103.0,2015,1,Ian McKellen, Milo Parker, Laura Linney,Mystery
325,Tarsem Singh,116.0,2015,1,Ryan Reynolds, Ben Kingsley, Natalie Martinez,Science Fiction
326,John Wells,100.0,2015,1,Bradley Cooper, Sienna Miller, Lily James,Drama
327,Ericson Core,114.0,2015,1,Edgar RamÃ\xadrez, Luke Bracey, Teresa Palmer,Action
328,David O. Russell,124.0,2015,1,Jennifer Lawrence, Bradley Cooper, Robert De Niro,Comedy
329,Baltasar KormÃ¡kur,121.0,2015,1,Jason Clarke, Jake Gyllenhaal, Josh Brolin,Adventure
330,Todd Haynes,118.0,2015,1,Cate Blanchett, Rooney Mara, Kyle Chandler,Romance
331,Yorgos Lanthimos,118.0,2015,1,Colin Farrell, Rachel Weisz, LÃ©a Seydoux,Thriller
332,Simon West,92.0,2015,1,Jason Statham, Michael Angarano, Milo Ventimiglia,Thriller
333,Jake Schreier,109.0,2015,1,Nat Wolff, Cara Delevingne, Halston Sage,Drama
334,Tim Johnson,94.0,2015,1,Jim Parsons, Rihanna, Steve Martin,Fantasy
335,Ilya Naishuller,97.0,2015,1,Sharlto Copley, Haley Bennett, Danila Kozlovskiy,Action
336,Lee Toland Krieger,112.0,2015,1,Blake Lively, Michiel Huisman, Harrison Ford,Fantasy
337,Guy Ritchie,116.0,2015,1,Henry Cavill, Armie Hammer, Alicia Vikander,Comedy
338,Danny Boyle,122.0,2015,1,Michael Fassbender, Kate Winslet, Seth Rogen,History
339,Breck Eisner,106.0,2015,1,Vin Diesel, Rose Leslie, Michael Caine,Fantasy
340,F. Gary Gray,147.0,2015,1,"""OShea Jackson Jr.""", Corey Hawkins, Jason Mitchell,Drama
341,John Crowley,111.0,2015,1,Saoirse Ronan, Domhnall Gleeson, Emory Cohen,Drama
342,Jaume Collet-Serra,114.0,2015,1,Liam Neeson, Ed Harris, Joel Kinnaman,Action
343,Peter Sohn,93.0,2015,1,Raymond Ochoa, Jack Bright, Jeffrey Wright,Adventure
344,Afonso Poyart,101.0,2015,1,Abbie Cornish, Jeffrey Dean Morgan, Colin Farrell,Crime
345,Lenny Abrahamson,117.0,2015,1,Brie Larson, Jacob Tremblay, Joan Allen,Drama
346,Rob Letterman,103.0,2015,1,Jack Black, Dylan Minnette, Odeya Rush,Adventure
347,Steven Spielberg,141.0,2015,1,Tom Hanks, Mark Rylance, Amy Ryan,Thriller
348,Elizabeth Banks,115.0,2015,1,Anna Kendrick, Rebel Wilson, Hailee Steinfeld,Comedy
349,Neill Blomkamp,120.0,2015,1,Sharlto Copley, Dev Patel, Ninja,Crime
350,Jason Moore,118.0,2015,1,Tina Fey, Amy Poehler, John Leguizamo,Comedy
351,Nancy Meyers,121.0,2015,1,Robert De Niro, Anne Hathaway, Rene Russo,Comedy
352,Terry Jones,85.0,2015,1,Simon Pegg, Kate Beckinsale, Rob Riggle,Comedy
353,Fouad Mikati,95.0,2015,1,Rosamund Pike, Rumer Willis, Nick Nolte,Thriller
354,Miguel Ãngel Vivas,110.0,2015,1,Matthew Fox, Jeffrey Donovan, Quinn McColgan,Drama
356,Matt Osterman,91.0,2015,1,Caity Lotz, Brandon Routh, Tom Cavanagh,Mystery
357,Ryan Fleck|Anna Boden,108.0,2015,1,Ryan Reynolds, Ben Mendelsohn, Sienna Miller,Drama
358,Terrence Malick,118.0,2015,1,Christian Bale, Cate Blanchett, Natalie Portman,Romance
359,Steve Pink,93.0,2015,1,Rob Corddry, Craig Robinson, Clark Duke,Comedy
360,Ramin Bahrani,112.0,2015,1,Andrew Garfield, Laura Dern, Michael Shannon,Drama
361,Mark Neveldine,91.0,2015,1,Olivia Taylor Dudley, Michael PeÃ±a, Djimon Hounsou,Thriller
362,Michael Showalter,95.0,2015,1,Sally Field, Max Greenfield, Beth Behrs,Comedy
363,Gabriele Muccino,116.0,2015,1,Amanda Seyfried, Kylie Rogers, Russell Crowe,Drama
364,Barry Levinson,100.0,2015,1,Bill Murray, Zooey Deschanel, Bruce Willis,Comedy
365,Dan Fogelman,107.0,2015,1,Al Pacino, Annette Bening, Jennifer Garner,Comedy
366,James Vanderbilt,121.0,2015,1,Robert Redford, Cate Blanchett, Elisabeth Moss,Drama
367,David Gordon Green,108.0,2015,1,Sandra Bullock, Anthony Mackie, Billy Bob Thornton,Drama
368,Gaspar NoÃ©,134.0,2015,1,Karl Glusman, Aomi Muyock, Klara Kristin,Drama
369,Ben Palmer,88.0,2015,1,Simon Pegg, Lake Bell, Rory Kinnear,Romance
370,Peter Sollett,103.0,2015,1,Julianne Moore, Ellen Page, Steve Carell,Romance
371,Paul Hyett,89.0,2015,1,Ed Speleers, Shauna Macdonald, Elliot Cowan,Horror
372,Zeke Norton,74.0,2015,1,Britt Irvin, Michael Kopsa, Kelly Sheridan,Family
373,Corin Hardy,97.0,2015,1,Joseph Mawle, Bojana NovakoviÄ‡, Michael McElhatton,Fantasy
374,Sophie Barthes,118.0,2015,1,Mia Wasikowska, Ezra Miller, Laura Carmichael,Drama
375,Asif Kapadia,128.0,2015,1,Amy Winehouse, Mark Ronson, Tony Bennett,Documentary
376,Leslye Headland,100.0,2015,1,Jason Sudeikis, Alison Brie, Adam Scott,Comedy
377,Jon Watts,86.0,2015,1,Kevin Bacon, James Freedson-Jackson, Hays Wellford,Thriller
378,David Feiss,85.0,2015,1,Garry Chalk, Kathleen Barr, Willa Townsend,Animation
379,Karyn Kusama,100.0,2015,1,Michiel Huisman, Logan Marshall-Green, Tammy Blanchard,Thriller
380,Ken Kwapis,104.0,2015,1,Robert Redford, Nick Nolte, Emma Thompson,Drama
381,Jon Watts,100.0,2015,1,Peter Stormare, Laura Allen, Elizabeth Whitmere,Horror
382,David Gelb,83.0,2015,1,Olivia Wilde, Mark Duplass, Donald Glover,Thriller
383,Elizabeth Allen Rosenbaum,91.0,2015,1,Dermot Mulroney, Kandyse McClure, Isabel Lucas,Thriller
384,Jon Wright,90.0,2015,0,Gillian Anderson, Ben Kingsley, Callan McAuliffe,Adventure
385,Camille Delamarre,96.0,2015,1,Ed Skrein, Ray Stevenson, Loan Chabanol,Thriller
386,Tom Gianas|Ross Shuman,86.0,2015,0,Mila Kunis, Bob Odenkirk, T.J. Miller,Fantasy
387,Ross Duffer|Matt Duffer,83.0,2015,1,Alexander SkarsgÃ¥rd, Andrea Riseborough, Emily Alyn Lind,Thriller
388,Ron Scalpello,91.0,2015,1,Danny Huston, Joe Cole, Alan McKenna,Drama
389,Anders Morgenthaler,97.0,2015,1,Kim Basinger, Jordan Prentice, Sebastian Schipper,Drama
390,Chad Burns,103.0,2015,1,Andrew Cheney, John Rhys-Davies, Kara Killmer,Action
391,Kevin Greutert,80.0,2015,1,Isla Fisher, Anson Mount, Gillian Jacobs,Thriller
392,Sheldon Wilson,90.0,2015,1,Stephanie Hunt, Sarah Dugdale, Alisha Newton,Horror
393,Andrew Erwin|Jon Erwin,123.0,2015,1,C. Thomas Howell, Sean Astin, Jon Voight,Drama
394,Angelina Jolie,122.0,2015,1,Angelina Jolie, Brad Pitt, MÃ©lanie Laurent,Drama
395,Michael Almereyda,97.0,2015,1,Peter Sarsgaard, Winona Ryder, Edoardo Ballerini,History
396,R.D. Braunstein,91.0,2015,1,Sarah Butler, Jennifer Landon, Doug McKeon,Horror
397,Neil LaBute,93.0,2015,1,Matthew Broderick, Alice Eve, Phil Burke,Drama
398,Travis Cluff|Chris Lofing,87.0,2015,1,Cassidy Gifford, Ryan Shoos, Pfeifer Brown,Horror
399,Jill Bauer|Ronna Gradus,84.0,2015,1,Rachel Bernard, Belle Knox, Tressa Silguero,Documentary
400,Toby Genkel|Sean McCormack,85.0,2015,1,Tara Flynn, Alan Stanford, Martin Sheen,Animation
401,Anthony Burns,98.0,2015,1,Katherine Heigl, Patrick Wilson, Jordana Brewster,Drama
402,Morgan Matthews,111.0,2015,1,Asa Butterfield, Rafe Spall, Sally Hawkins,Drama
403,Niki Caro,128.0,2015,1,Kevin Costner, Ramiro Rodriguez, Carlos Pratts,Drama
404,Anton Corbijn,112.0,2015,1,Robert Pattinson, Dane DeHaan, Joel Edgerton,Drama
405,Jackie Earle Haley,94.0,2015,1,Dan Stevens, John Travolta, Michael Pitt,Thriller
406,Ryan Gosling,95.0,2015,1,Christina Hendricks, Saoirse Ronan, Eva Mendes,Fantasy
407,Ken Scott,90.0,2015,1,Vince Vaughn, Dave Franco, James Marsden,Comedy
408,Louie Psihoyos,90.0,2015,1,Elon Musk, Jane Goodall, Louie Psihoyos,Adventure
409,Patricia Rozema,101.0,2015,1,Ellen Page, Evan Rachel Wood, Max Minghella,Drama
410,Jay Oliva,72.0,2015,1,"""Jason OMara""", Stuart Allan, David McCallum,Action
411,Ian Kirby,67.0,2015,1,Steve Downes, Jen Taylor, Michelle Lukes,Action
412,Fernando LeÃ³n de Aranoa,106.0,2015,1,Olga Kurylenko, Benicio del Toro, Tim Robbins,Comedy
413,Edward Zwick,114.0,2015,1,Tobey Maguire, Lily Rabe, Peter Sarsgaard,Drama
414,Alejandro AmenÃ¡bar,106.0,2015,1,Ethan Hawke, Emma Watson, Aaron Ashmore,Horror
415,S. Craig Zahler,132.0,2015,1,Kurt Russell, Richard Jenkins, Matthew Fox,Horror
416,Gerado Olivares|Otmar Penker,98.0,2015,1,Manuel Camacho, Jean Reno, Tobias Moretti,Adventure
417,Paul McGuigan,109.0,2015,1,James McAvoy, Daniel Radcliffe, Jessica Brown Findlay,Drama
418,Nicholas Hytner,104.0,2015,1,Maggie Smith, Alex Jennings, Frances de la Tour,Comedy
419,Colin Teague,97.0,2015,1,Julian Morris, Tamzin Merchant, Jassa Ahluwalia,Action
420,Craig Zobel,97.0,2015,1,Margot Robbie, Chiwetel Ejiofor, Chris Pine,Drama
421,Leigh Whannell,97.0,2015,1,Dermot Mulroney, Stefanie Scott, Lin Shaye,Drama
422,Anne Fletcher,87.0,2015,1,Reese Witherspoon, SofÃ\xada Vergara, Michael Mosley,Action
423,Levan Gabriadze,82.0,2015,1,Shelley Hennig, Moses Jacob Storm, Renee Olstead,Horror
424,Pierre Morel,115.0,2015,1,Sean Penn, Jasmine Trinca, Javier Bardem,Action
425,Joachim Trier,109.0,2015,1,Gabriel Byrne, Isabelle Huppert, Jesse Eisenberg,Drama
426,Marielle Heller,102.0,2015,1,Bel Powley, Kristen Wiig, Alexander SkarsgÃ¥rd,Drama
427,Mark Burton|Richard Starzack,85.0,2015,1,Justin Fletcher, Omid Djalili, Richard Webber,Family
428,Boaz Yakin,111.0,2015,1,Thomas Haden Church, Josh Wiggins, Lauren Graham,Adventure
429,Paul Tibbitt,93.0,2015,1,Tom Kenny, Bill Fagerbakke, Rodger Bumpass,Family
430,Noah Baumbach,84.0,2015,1,Greta Gerwig, Lola Kirke, Charlie Gillette,Comedy
431,Billy Ray,111.0,2015,1,Chiwetel Ejiofor, Nicole Kidman, Julia Roberts,Crime
432,Jay Roach,124.0,2015,1,Bryan Cranston, Diane Lane, Helen Mirren,Drama
433,John Maclean,84.0,2015,1,Michael Fassbender, Kodi Smit-McPhee, Ben Mendelsohn,Romance
434,Gregory Plotkin,88.0,2015,1,Chris J. Murray, Brit Shaw, Ivy George,Horror
435,Gregory Jacobs,115.0,2015,1,Channing Tatum, Matt Bomer, Joe Manganiello,Comedy
436,David O. Russell|Stephen Greene,100.0,2015,1,Jake Gyllenhaal, Jessica Biel, James Marsden,Romance
437,Joe Lynch,90.0,2015,1,Salma Hayek, Hiroyuki Watanabe, Jennifer Blanc,Thriller
438,Guillermo del Toro,119.0,2015,1,Mia Wasikowska, Jessica Chastain, Tom Hiddleston,Mystery
439,Matt Brown,108.0,2015,1,Jeremy Irons, Dev Patel, Toby Jones,Drama
440,Duke Johnson|Charlie Kaufman,90.0,2015,1,Jennifer Jason Leigh, David Thewlis, Tom Noonan,Animation
441,Uli Edel,94.0,2015,1,Nicolas Cage, Sarah Wayne Callies, Veronica Ferres,Horror
442,Patricia Riggen,120.0,2015,1,Antonio Banderas, Rodrigo Santoro, Juliette Binoche,History
443,Cameron Crowe,105.0,2015,1,Bradley Cooper, Emma Stone, Rachel McAdams,Adventure
444,Brandon Vietti,48.0,2015,1,Nolan North, Troy Baker, Diedrich Bader,Action
445,John Madden,122.0,2015,1,Dev Patel, Judi Dench, Richard Gere,Drama
446,Thomas Vinterberg,119.0,2015,1,Carey Mulligan, Matthias Schoenaerts, Michael Sheen,Romance
447,Sean Mewshaw,105.0,2015,1,Joe Manganiello, Jason Sudeikis, Blythe Danner,Music
448,Kenny Ortega,112.0,2015,1,Booboo Stewart, Dove Cameron, Keegan Connor Tracy,Music
449,Mary Agnes Donoghue,94.0,2015,1,Katherine Heigl, Tom Wilkinson, Alexis Bledel,Comedy
450,Steven C. Miller,83.0,2015,1,Bruce Willis, Gina Carano, Kellan Lutz,Action
451,Marjane Satrapi,101.0,2015,1,Ryan Reynolds, Gemma Arterton, Anna Kendrick,Horror
452,Kyle Newman,96.0,2015,1,Hailee Steinfeld, Sophie Turner, Jessica Alba,Adventure
453,Max Joseph,96.0,2015,1,Zac Efron, Emily Ratajkowski, Wes Bentley,Drama
454,Andrew Haigh,95.0,2015,1,Charlotte Rampling, Tom Courtenay, Dolly Wells,Drama
455,Sarah Gavron,106.0,2015,1,Carey Mulligan, Helena Bonham Carter, Meryl Streep,Drama
456,Justin Kurzel,113.0,2015,1,Michael Fassbender, Marion Cotillard, Paddy Considine,History
457,Kriv Stenders,90.0,2015,1,Teresa Palmer, Simon Pegg, Luke Hemsworth,Comedy
458,Frank Coraci,119.0,2015,1,Adam Sandler, Taylor Lautner, Steve Buscemi,Comedy
459,Etan Cohen,100.0,2015,1,Will Ferrell, Kevin Hart, Alison Brie,Comedy
460,Noah Baumbach,97.0,2015,1,Ben Stiller, Naomi Watts, Adam Driver,Drama
461,Luca Guadagnino,120.0,2015,1,Tilda Swinton, Matthias Schoenaerts, Ralph Fiennes,Crime
462,David Sandberg,31.0,2015,1,David Sandberg, Jorma Taccone, Leopold Nilsson,Action
463,Catherine Hardwicke,112.0,2015,1,Drew Barrymore, Toni Collette, Dominic Cooper,Comedy
464,Werner Herzog,128.0,2015,1,Nicole Kidman, James Franco, Robert Pattinson,Drama
465,Jonathan Demme,100.0,2015,1,Meryl Streep, Kevin Kline, Mamie Gummer,Comedy
466,Kazuaki Kiriya,115.0,2015,1,Clive Owen, Morgan Freeman, Aksel Hennie,Action
467,Shinji Aramaki,90.0,2014,0,Luci Christian, David Matranga, Wendel Calvert,Animation
468,Luke Matheny,100.0,2014,0,Matt LeBlanc, Ali Larter, Rachael Harris,Romance
469,Greg Carter,100.0,2014,0,Carmen Electra, Briana Evigan, Stacey Dash,Drama
470,Brian O'Malley,88.0,2014,0,Liam Cunningham, Niall Greig Fulton, Pollyanna McIntosh,Horror
471,Richard Laxton,108.0,2014,0,Emma Thompson, Dakota Fanning, Tom Sturridge,Drama
472,Stephen Lance,104.0,2014,0,Emmanuelle BÃ©art, Harrison Gilbertson, Rachael Blake,Romance
473,Peter DeLuise,102.0,2014,0,Zendaya, Chanelle Peloso, Spencer Boldman,Family
474,Aaron Katz|Martha Stephens,96.0,2014,0,Paul Eenhoorn, Earl Lynn Nelson, Karrie Crouse,Comedy
475,Paul Katis,108.0,2014,0,Mark Stanley, Malachi Kirby, Ali Cook,Thriller
476,Alex Goyette,85.0,2014,0,Lia Marie Johnson, Andrea Russett, Marcus Johns,Comedy
477,Ellie Kanner,92.0,2014,0,Kaley Cuoco, Chris Klein, Teri Polo,Comedy
478,Matthew Saville,105.0,2014,0,Joel Edgerton, Jai Courtney, Melissa George,Mystery
479,Daniel Barber,95.0,2014,0,Hailee Steinfeld, Sam Worthington, Brit Marling,Drama
480,Declan O'Brien,96.0,2014,0,Kirsten Prout, Dean Armstrong, Jesse Hutch,Thriller
481,Matt Drummond,90.0,2014,0,Darius Williams-Watt, Kate Rasmussen, Joe Bistaveous,Adventure
482,Brian Falk,100.0,2014,0,Tom Felton, Garret Dillahunt, Jake Abel,War
483,Amy Berg,93.0,2014,0,Diane Lane, Elizabeth Banks, Dakota Fanning,Thriller
484,Nacho Vigalondo|Marcel Sarmiento|Gregg Bishop|Justin Benson|Aaron Moorhead|Todd Lincoln ,81.0,2014,0,Justin Welborn, Emmy Argo, Gustavo SalmerÃ³n,Horror
485,Kiah Roache-Turner,98.0,2014,0,Jay Gallagher, Bianca Bradey, Leon Burchill,Horror
486,Harold Cronk,113.0,2014,0,Kevin Sorbo, Shane Harper, David A.R. White,Drama
487,Jeremy Snead,101.0,2014,0,Sean Astin, Wil Wheaton, Zach Braff,History
488,Damon Gameau,97.0,2014,0,Damon Gameau, Brenton Thwaites, Isabel Lucas,Documentary
489,Richard Gray,100.0,2014,0,Justin Long, Jerry OConnell, Gillian Jacobs,Thriller
490,Zak Knutson,41.0,2014,0,Emily VanCamp, Stan Lee, Axel Alonso,Documentary
491,Charlie McDowell,91.0,2014,0,Mark Duplass, Elisabeth Moss, Ted Danson,Romance
492,Fabrice Du Welz,85.0,2014,0,GÃ©rard Lanvin, JoeyStarr, Ymanol Perset,Drama
493,Jeff Chan,87.0,2014,0,Alexia Fast, Joel David Moore, Lin Shaye,Thriller
494,Ivan Kavanagh,92.0,2014,0,Rupert Evans, Antonia Campbell-Hughes, Hannah Hoekstra,Horror
495,Madellaine Paxson,104.0,2014,0,Milo Cawthorne, Olivia Tennet, Ari Boyland,Horror
496,Ryan Murphy,133.0,2014,0,Mark Ruffalo, Jim Parsons, Matt Bomer,Drama
497,Riley Stearns,93.0,2014,0,Leland Orser, Mary Elizabeth Winstead, Chris Ellis,Thriller
498,Matt Bettinelli-Olpin|Tyler Gillett,89.0,2014,0,Allison Miller, Zach Gilford, Sam Anderson,Horror
499,Chris Sun,93.0,2014,0,Tara Reid, Bill Moseley, Kane Hodder,Horror
500,Matty Beckerman,85.0,2014,1,Katherine Sigimund, Corey Eid, Riley Polanski,Horror
501,Israel Horovitz,107.0,2014,1,Maggie Smith, Kevin Kline, Kristin Scott Thomas,Romance
502,Mike Myers|Beth Aala,85.0,2014,0,Shep Gordon, Alice Cooper, Sylvester Stallone,Documentary
503,Tommy Avallone,89.0,2014,0,Mick Foley, Artie Lange, Roddy Piper,Drama
504,Helen Hunt,93.0,2014,0,Helen Hunt, Brenton Thwaites, Luke Wilson,Comedy
506,Greg Francis,104.0,2014,0,Beau Mirchoff, Ron Perlman, Giancarlo Esposito,Thriller
507,Carol Morley,102.0,2014,0,Maisie Williams, Maxine Peake, Florence Pugh,Drama
508,Bruce Timm,3.0,2014,0,Kevin Conroy, Brian George, Tara Strong,Action
509,Cho Beom-gu,118.0,2014,0,Lee Beom-soo, Jung Woo-Sung, Lee Si-young,Action
510,Dan Storey,23.0,2014,0,Alex Zane, Michael Caine, Jessica Chastain,Documentary
511,Christopher Denham,90.0,2014,0,Pablo Schreiber, Aaron Staton, Wrenn Schmidt,Thriller
512,Leo Riley,71.0,2014,0,Adrian Pasdar, Roger Craig Smith, Fred Tatasciore,Adventure
513,Karen Moncrieff,85.0,2014,0,Heather Graham, Ellen Burstyn, Rose McIver,TV Movie
514,Juan Pablo Buscarini,112.0,2014,0,Ed Asner, David Mazouz, Joseph Fiennes,Adventure
515,Neil Berkeley,95.0,2014,0,Dan Harmon, Erin McGathy, Spencer Crittenden,Documentary
516,Brian Knappenberger,105.0,2014,0,Aaron Swartz, Tim Berners-Lee, Cory Doctorow,Documentary
517,Sara Colangelo,105.0,2014,0,Elizabeth Banks, Boyd Holbrook, ChloÃ« Sevigny,Drama
518,Clare Lewins,111.0,2014,0,Muhammad Ali, Muhammad Ali Jr., Hana Ali,Documentary
519,Frank Whaley,104.0,2014,0,Leighton Meester, Debra Messing, Billie Joe Armstrong,Music
520,Todd Douglas Miller,95.0,2014,0,Peter L. Larson, Louie Psihoyos, Stan Adelstein,Documentary
521,Thomas S. Hammock,95.0,2014,0,Haley Lu Richardson, Booboo Stewart, Max Charles,Horror
522,Claudia Myers,116.0,2014,0,Michelle Monaghan, Emmanuelle Chriqui, Pablo Schreiber,War
524,AdriÃ¡n GarcÃ­a Bogliano,95.0,2014,0,Tina Louise, Ethan Embry, Erin Cummings,Thriller
525,Susanna Fogel,95.0,2014,0,Leighton Meester, Gillian Jacobs, Adam Brody,Romance
526,Jay Martin,92.0,2014,0,Luke Mitchell, Leven Rambin, Jason Ritter,Drama
527,Uli Edel,210.0,2014,0,Adrien Brody, Kristen Connolly, Evan Jones,TV Movie
528,Wych Kaosayananda,90.0,2014,0,Kane Kosugi, Cary-Hiroyuki Tagawa, Gary Daniels,Action
529,Siddharth Anand,153.0,2014,0,Hrithik Roshan, Katrina Kaif, Danny Denzongpa,Action
530,William H. Macy,105.0,2014,0,Billy Crudup, Anton Yelchin, Felicity Huffman,Music
531,James Kondelik,90.0,2014,1,Kelly Hu, Anthony Marks, Robert Picardo,Thriller
532,Charles-Olivier Michaud,96.0,2014,0,Kelly Blatz, Richard Jenkins, Cam Gigandet,Drama
533,James Napier Robertson,124.0,2014,0,Cliff Curtis, James Rolleston, Kirk Torrance,Drama
534,Bille Woodruff,105.0,2014,0,Boris Kodjoe, Brandon Gonzales, Cameron Mills,Drama
535,Marc Lawrence,107.0,2014,0,Hugh Grant, Marisa Tomei, Bella Heathcote,Romance
536,Ethan Spaulding,74.0,2014,0,"""Jason OMara""", Stuart Allan, Thomas Gibson,Animation
537,Glenn Miller,91.0,2014,0,Catherine Annette, Jamie Noel," ""Grant OConnell""",Comedy
538,Jim Weedon,86.0,2014,0,Stanley Weber, Annabelle Wallis, Ed Skrein,Drama
539,Jerome Sable,89.0,2014,0,Minnie Driver, Meat Loaf, Allie MacDonald,Horror
540,Mario Van Peebles,100.0,2014,0,Cam Gigandet, Rachael Leigh Cook, Shane West,Action
541,Ishi Rudell|Jayson Thiessen,75.0,2014,0,Tara Strong, Tabitha St. Germain, Andrea Libman,Family
542,Gillian Robespierre,83.0,2014,0,Jenny Slate, Jake Lacy, Gaby Hoffmann,Comedy
543,Trevor White,109.0,2014,0,Spencer Lofranco, Mary-Louise Parker, James Woods,Crime
544,Mikael Salomon,87.0,2014,0,Maria Bello, Joan Jett, Ann Dowd,TV Movie
